RegistrationId, ApplicationId, NormalizedMarks, GATE-Score, AIR, RawMarks, MCQ-Rank, MCQ-Mraks, NAT-Rank, NAT-Marks, IsQualified, GenCutoff, OBCCutoff, SC/ST/PD CuttOff
AG17S26054040,R102A77,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
AG17S22085001,R545K48,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
AG17S25003022,R328P89,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
AG17S26004010,R480B26,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
AG17S21236004,R338X42,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
AG17S24027006,R162V78,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
AG17S23055061,R374V53,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
AG17S25017108,R350R99,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
AG17S24050013,R418W72,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
AG17S24050007,R418E96,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
AG17S26035022,R373G95,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
AG17S26044007,R400R35,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
AG17S22078001,R274Q63,0.0,40,826,8.33,1128,3.33,314,5.0,false,25.0,22.5,16.6
AG17S22108001,R614R89,0.0,40,826,8.33,1061,4.33,358,4.0,false,25.0,22.5,16.6
AG17S25017013,R400W33,0.0,40,826,8.33,1061,4.33,358,4.0,false,25.0,22.5,16.6
AG17S27115001,R244Q50,0.0,40,826,8.33,976,5.33,445,3.0,false,25.0,22.5,16.6
AG17S28011037,R315M60,0.0,40,826,8.33,976,5.33,445,3.0,false,25.0,22.5,16.6
AG17S28024001,R133B14,0.0,40,826,8.33,875,6.33,529,2.0,false,25.0,22.5,16.6
AG17S27067001,R343C66,0.0,40,826,8.33,875,6.33,529,2.0,false,25.0,22.5,16.6
AG17S25027005,R501S10,0.0,40,826,8.33,875,6.33,529,2.0,false,25.0,22.5,16.6
AG17S21205001,R639S81,0.0,40,826,8.33,786,7.33,764,1.0,false,25.0,22.5,16.6
AG17S25029001,R207T75,0.0,40,826,8.33,786,7.33,764,1.0,false,25.0,22.5,16.6
AG17S23013066,R430D28,0.0,40,826,8.33,786,7.33,764,1.0,false,25.0,22.5,16.6
AG17S26042019,R336S38,0.0,40,826,8.33,786,7.33,764,1.0,false,25.0,22.5,16.6
AG17S27111087,R283Y71,0.0,40,826,8.33,698,8.33,923,0.0,false,25.0,22.5,16.6
AG17S27001010,R627R94,0.0,40,826,8.33,698,8.33,923,0.0,false,25.0,22.5,16.6
AG17S25005028,R125M39,0.0,40,826,8.33,698,8.33,923,0.0,false,25.0,22.5,16.6
AG17S24004013,R195V18,0.0,40,826,8.33,698,8.33,923,0.0,false,25.0,22.5,16.6
AG17S24004022,R384N52,0.0,40,826,8.33,698,8.33,923,0.0,false,25.0,22.5,16.6
AG17S23013012,R366E92,0.0,40,826,8.33,698,8.33,923,0.0,false,25.0,22.5,16.6
AG17S25018016,R164N67,0.0,40,826,8.33,698,8.33,923,0.0,false,25.0,22.5,16.6
AG17S24050027,R536T21,0.0,40,826,8.33,698,8.33,923,0.0,false,25.0,22.5,16.6
AG17S26035010,R396C56,0.0,40,826,8.33,698,8.33,923,0.0,false,25.0,22.5,16.6
AG17S26041007,R328S58,0.0,40,826,8.33,698,8.33,923,0.0,false,25.0,22.5,16.6
AG17S27099001,R179J10,0.0,33,848,8.0,1234,2.0,261,6.0,false,25.0,22.5,16.6
AG17S22014043,R486B75,0.0,33,848,8.0,1079,4.0,358,4.0,false,25.0,22.5,16.6
AG17S27097001,R398N19,0.0,33,848,8.0,1079,4.0,358,4.0,false,25.0,22.5,16.6
AG17S24021020,R220J47,0.0,33,848,8.0,1079,4.0,358,4.0,false,25.0,22.5,16.6
AG17S25003039,R235V33,0.0,33,848,8.0,1003,5.0,445,3.0,false,25.0,22.5,16.6
AG17S24050031,R341J43,0.0,33,848,8.0,1003,5.0,445,3.0,false,25.0,22.5,16.6
AG17S27109031,R448T70,0.0,33,848,8.0,903,6.0,529,2.0,false,25.0,22.5,16.6
AG17S27001072,R508W22,0.0,33,848,8.0,903,6.0,529,2.0,false,25.0,22.5,16.6
AG17S21224001,R414W48,0.0,33,848,8.0,903,6.0,529,2.0,false,25.0,22.5,16.6
AG17S25025010,R408C50,0.0,33,848,8.0,903,6.0,529,2.0,false,25.0,22.5,16.6
AG17S23013018,R620G65,0.0,33,848,8.0,903,6.0,529,2.0,false,25.0,22.5,16.6
AG17S22071004,R549H71,0.0,33,848,8.0,903,6.0,529,2.0,false,25.0,22.5,16.6
AG17S25018004,R363Z66,0.0,33,848,8.0,903,6.0,529,2.0,false,25.0,22.5,16.6
AG17S22044001,R270Z25,0.0,33,848,8.0,903,6.0,529,2.0,false,25.0,22.5,16.6
AG17S28032004,R458M80,0.0,33,848,8.0,903,6.0,529,2.0,false,25.0,22.5,16.6
AG17S27005019,R233V73,0.0,33,848,8.0,826,7.0,764,1.0,false,25.0,22.5,16.6
AG17S22014037,R394S39,0.0,33,848,8.0,826,7.0,764,1.0,false,25.0,22.5,16.6
AG17S24016116,R364B34,0.0,33,848,8.0,826,7.0,764,1.0,false,25.0,22.5,16.6
AG17S27111029,R389G21,0.0,33,848,8.0,826,7.0,764,1.0,false,25.0,22.5,16.6
AG17S23055157,R602G90,0.0,33,848,8.0,826,7.0,764,1.0,false,25.0,22.5,16.6
AG17S28011022,R315M87,0.0,33,848,8.0,826,7.0,764,1.0,false,25.0,22.5,16.6
AG17S26040010,R356V22,0.0,33,848,8.0,826,7.0,764,1.0,false,25.0,22.5,16.6
AG17S22015039,R394K42,0.0,33,848,8.0,730,8.0,923,0.0,false,25.0,22.5,16.6
AG17S27109065,R218C71,0.0,33,848,8.0,730,8.0,923,0.0,false,25.0,22.5,16.6
AG17S26052031,R647X29,0.0,33,848,8.0,730,8.0,923,0.0,false,25.0,22.5,16.6
AG17S22066001,R114K86,0.0,33,848,8.0,730,8.0,923,0.0,false,25.0,22.5,16.6
AG17S26026011,R496M16,0.0,33,848,8.0,730,8.0,923,0.0,false,25.0,22.5,16.6
AG17S28020040,R429V16,0.0,33,848,8.0,730,8.0,923,0.0,false,25.0,22.5,16.6
AG17S22043008,R610B28,0.0,33,848,8.0,730,8.0,923,0.0,false,25.0,22.5,16.6
AG17S24002016,R451W71,0.0,33,848,8.0,730,8.0,923,0.0,false,25.0,22.5,16.6
AG17S26004001,R251Y61,0.0,33,848,8.0,730,8.0,923,0.0,false,25.0,22.5,16.6
AG17S23042001,R567A20,0.0,33,848,8.0,730,8.0,923,0.0,false,25.0,22.5,16.6
AG17S28021018,R362U43,0.0,33,848,8.0,730,8.0,923,0.0,false,25.0,22.5,16.6
AG17S26040001,R398M74,0.0,33,848,8.0,730,8.0,923,0.0,false,25.0,22.5,16.6
AG17S26040025,R315X24,0.0,33,848,8.0,730,8.0,923,0.0,false,25.0,22.5,16.6
AG17S23005001,R351M64,0.0,27,883,7.67,1021,4.67,445,3.0,false,25.0,22.5,16.6
AG17S21403002,R401F90,0.0,27,883,7.67,952,5.67,529,2.0,false,25.0,22.5,16.6
AG17S21418004,R233H82,0.0,27,883,7.67,952,5.67,529,2.0,false,25.0,22.5,16.6
AG17S24016102,R470N25,0.0,27,883,7.67,952,5.67,529,2.0,false,25.0,22.5,16.6
AG17S22061004,R540Y21,0.0,27,883,7.67,952,5.67,529,2.0,false,25.0,22.5,16.6
AG17S23035001,R128M36,0.0,27,883,7.67,952,5.67,529,2.0,false,25.0,22.5,16.6
AG17S21404005,R301R76,0.0,27,883,7.67,850,6.67,764,1.0,false,25.0,22.5,16.6
AG17S22106015,R567T80,0.0,27,883,7.67,850,6.67,764,1.0,false,25.0,22.5,16.6
AG17S27110039,R414Y69,0.0,27,883,7.67,768,7.67,923,0.0,false,25.0,22.5,16.6
AG17S22003001,R455D82,0.0,27,883,7.67,768,7.67,923,0.0,false,25.0,22.5,16.6
AG17S21401001,R345X43,0.0,27,883,7.67,768,7.67,923,0.0,false,25.0,22.5,16.6
AG17S21406005,R601P92,0.0,27,883,7.67,768,7.67,923,0.0,false,25.0,22.5,16.6
AG17S21426004,R478C88,0.0,27,883,7.67,768,7.67,923,0.0,false,25.0,22.5,16.6
AG17S27001084,R207P48,0.0,27,883,7.67,768,7.67,923,0.0,false,25.0,22.5,16.6
AG17S24033046,R266P26,0.0,27,883,7.67,768,7.67,923,0.0,false,25.0,22.5,16.6
AG17S24035038,R315D62,0.0,27,883,7.67,768,7.67,923,0.0,false,25.0,22.5,16.6
AG17S22073007,R640K16,0.0,27,883,7.67,768,7.67,923,0.0,false,25.0,22.5,16.6
AG17S28003004,R617K25,0.0,27,883,7.67,768,7.67,923,0.0,false,25.0,22.5,16.6
AG17S27012001,R400H50,0.0,21,901,7.33,976,5.33,529,2.0,false,25.0,22.5,16.6
AG17S22106013,R375D75,0.0,21,901,7.33,976,5.33,529,2.0,false,25.0,22.5,16.6
AG17S22102001,R396T20,0.0,21,901,7.33,875,6.33,764,1.0,false,25.0,22.5,16.6
AG17S25003016,R521N10,0.0,21,901,7.33,875,6.33,764,1.0,false,25.0,22.5,16.6
AG17S25017146,R471P87,0.0,21,901,7.33,875,6.33,764,1.0,false,25.0,22.5,16.6
AG17S26042001,R335A84,0.0,21,901,7.33,875,6.33,764,1.0,false,25.0,22.5,16.6
AG17S27107023,R310T99,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S27109067,R555M70,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S27109085,R509H51,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S27004022,R317S66,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S27110051,R476A20,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S21226001,R561M82,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S26052055,R483K33,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S22055003,R256T49,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S25003043,R457S55,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S28021010,R169V20,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S25017168,R473V10,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S25017196,R297K15,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S25017136,R247K96,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S22044010,R610G30,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S24050033,R342V20,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S23041001,R178G64,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S26037013,R386A22,0.0,21,901,7.33,786,7.33,923,0.0,false,25.0,22.5,16.6
AG17S27001020,R579H76,0.0,15,924,7.0,1169,3.0,358,4.0,false,25.0,22.5,16.6
AG17S22044015,R457U97,0.0,15,924,7.0,1169,3.0,358,4.0,false,25.0,22.5,16.6
AG17S25017206,R508N26,0.0,15,924,7.0,1079,4.0,445,3.0,false,25.0,22.5,16.6
AG17S22007008,R356H79,0.0,15,924,7.0,1003,5.0,529,2.0,false,25.0,22.5,16.6
AG17S21424007,R357E31,0.0,15,924,7.0,1003,5.0,529,2.0,false,25.0,22.5,16.6
AG17S22062001,R146K66,0.0,15,924,7.0,1003,5.0,529,2.0,false,25.0,22.5,16.6
AG17S25017202,R297R50,0.0,15,924,7.0,1003,5.0,529,2.0,false,25.0,22.5,16.6
AG17S26027022,R308K26,0.0,15,924,7.0,903,6.0,764,1.0,false,25.0,22.5,16.6
AG17S23023001,R145F33,0.0,15,924,7.0,903,6.0,764,1.0,false,25.0,22.5,16.6
AG17S23013030,R159C37,0.0,15,924,7.0,903,6.0,764,1.0,false,25.0,22.5,16.6
AG17S25017118,R279R19,0.0,15,924,7.0,903,6.0,764,1.0,false,25.0,22.5,16.6
AG17S26028019,R429T82,0.0,15,924,7.0,903,6.0,764,1.0,false,25.0,22.5,16.6
AG17S21305001,R436K30,0.0,15,924,7.0,826,7.0,923,0.0,false,25.0,22.5,16.6
AG17S27109069,R572E72,0.0,15,924,7.0,826,7.0,923,0.0,false,25.0,22.5,16.6
AG17S21105001,R305E96,0.0,15,924,7.0,826,7.0,923,0.0,false,25.0,22.5,16.6
AG17S28035001,R207B27,0.0,15,924,7.0,826,7.0,923,0.0,false,25.0,22.5,16.6
AG17S21424004,R309V48,0.0,15,924,7.0,826,7.0,923,0.0,false,25.0,22.5,16.6
AG17S22092001,R428E93,0.0,15,924,7.0,826,7.0,923,0.0,false,25.0,22.5,16.6
AG17S28020044,R496V52,0.0,15,924,7.0,826,7.0,923,0.0,false,25.0,22.5,16.6
AG17S22028004,R490C25,0.0,15,924,7.0,826,7.0,923,0.0,false,25.0,22.5,16.6
AG17S25004045,R477Z75,0.0,15,924,7.0,826,7.0,923,0.0,false,25.0,22.5,16.6
AG17S26028007,R264G64,0.0,15,924,7.0,826,7.0,923,0.0,false,25.0,22.5,16.6
AG17S22040005,R289G39,0.0,9,946,6.67,1326,0.67,261,6.0,false,25.0,22.5,16.6
AG17S22015043,R434W60,0.0,9,946,6.67,1190,2.67,358,4.0,false,25.0,22.5,16.6
AG17S26054034,R392H37,0.0,9,946,6.67,1106,3.67,445,3.0,false,25.0,22.5,16.6
AG17S22015047,R394R35,0.0,9,946,6.67,1021,4.67,529,2.0,false,25.0,22.5,16.6
AG17S22003004,R515Y84,0.0,9,946,6.67,1021,4.67,529,2.0,false,25.0,22.5,16.6
AG17S21401005,R482Y20,0.0,9,946,6.67,1021,4.67,529,2.0,false,25.0,22.5,16.6
AG17S27111067,R604R70,0.0,9,946,6.67,1021,4.67,529,2.0,false,25.0,22.5,16.6
AG17S24033025,R580M29,0.0,9,946,6.67,1021,4.67,529,2.0,false,25.0,22.5,16.6
AG17S27066001,R404M41,0.0,9,946,6.67,1021,4.67,529,2.0,false,25.0,22.5,16.6
AG17S21417006,R404F64,0.0,9,946,6.67,1021,4.67,529,2.0,false,25.0,22.5,16.6
AG17S22014009,R484Z21,0.0,9,946,6.67,952,5.67,764,1.0,false,25.0,22.5,16.6
AG17S22027002,R517K93,0.0,9,946,6.67,952,5.67,764,1.0,false,25.0,22.5,16.6
AG17S24004028,R367F39,0.0,9,946,6.67,952,5.67,764,1.0,false,25.0,22.5,16.6
AG17S25002043,R308C11,0.0,9,946,6.67,952,5.67,764,1.0,false,25.0,22.5,16.6
AG17S22001001,R225T25,0.0,9,946,6.67,952,5.67,764,1.0,false,25.0,22.5,16.6
AG17S22057001,R273D28,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S21425002,R310H46,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S27109015,R547V65,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S27005013,R531T58,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S21403005,R178K54,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S27001034,R178V61,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S24035026,R154W98,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S25002007,R400S66,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S24002010,R567H20,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S24002034,R448P88,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S25017025,R188S96,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S22031007,R548B72,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S22037004,R296F65,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S25009001,R375C13,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S21206001,R640C83,0.0,9,946,6.67,850,6.67,923,0.0,false,25.0,22.5,16.6
AG17S24004007,R309D53,0.0,2,976,6.33,1128,3.33,445,3.0,false,25.0,22.5,16.6
AG17S24050003,R294E68,0.0,2,976,6.33,1128,3.33,445,3.0,false,25.0,22.5,16.6
AG17S27111073,R478F65,0.0,2,976,6.33,1061,4.33,529,2.0,false,25.0,22.5,16.6
AG17S27001040,R636A87,0.0,2,976,6.33,1061,4.33,529,2.0,false,25.0,22.5,16.6
AG17S25018001,R568G10,0.0,2,976,6.33,1061,4.33,529,2.0,false,25.0,22.5,16.6
AG17S25017120,R288V38,0.0,2,976,6.33,1061,4.33,529,2.0,false,25.0,22.5,16.6
AG17S21312013,R291J22,0.0,2,976,6.33,976,5.33,764,1.0,false,25.0,22.5,16.6
AG17S26026017,R319B83,0.0,2,976,6.33,976,5.33,764,1.0,false,25.0,22.5,16.6
AG17S28020014,R495X94,0.0,2,976,6.33,976,5.33,764,1.0,false,25.0,22.5,16.6
AG17S21232006,R443P77,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S27109001,R372Z58,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S27113007,R490H18,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S26003020,R481U75,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S24016064,R167Y86,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S21426001,R274N84,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S22099001,R432J25,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S23031009,R576R91,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S28016004,R392W78,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S23013028,R367V67,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S24003017,R322D82,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S23043001,R315M45,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S21410007,R236Q65,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S21419006,R404F38,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S24047049,R269Q24,0.0,2,976,6.33,875,6.33,923,0.0,false,25.0,22.5,16.6
AG17S27001076,R470J92,0.0,-4,1000,6.0,1234,2.0,358,4.0,false,25.0,22.5,16.6
AG17S21412010,R236G63,0.0,-4,1000,6.0,1169,3.0,445,3.0,false,25.0,22.5,16.6
AG17S25015001,R307G49,0.0,-4,1000,6.0,1169,3.0,445,3.0,false,25.0,22.5,16.6
AG17S22107007,R569S38,0.0,-4,1000,6.0,1079,4.0,529,2.0,false,25.0,22.5,16.6
AG17S27107025,R281Z43,0.0,-4,1000,6.0,1079,4.0,529,2.0,false,25.0,22.5,16.6
AG17S27004019,R370W75,0.0,-4,1000,6.0,1079,4.0,529,2.0,false,25.0,22.5,16.6
AG17S27111001,R469Q37,0.0,-4,1000,6.0,1079,4.0,529,2.0,false,25.0,22.5,16.6
AG17S22028001,R362Z99,0.0,-4,1000,6.0,1079,4.0,529,2.0,false,25.0,22.5,16.6
AG17S27005021,R272J75,0.0,-4,1000,6.0,1003,5.0,764,1.0,false,25.0,22.5,16.6
AG17S26027007,R265A31,0.0,-4,1000,6.0,1003,5.0,764,1.0,false,25.0,22.5,16.6
AG17S22007006,R580M12,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S27109041,R505R43,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S27108009,R452C31,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S27110037,R408D86,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S27009001,R597W43,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S27009004,R550G42,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S24016019,R144H95,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S24016049,R430C24,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S22026005,R517F47,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S26026023,R332T13,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S22028002,R546D11,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S21421004,R382J66,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S27069001,R583Q87,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S23033001,R586J25,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S28022004,R618F73,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S28022013,R399C68,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S25030004,R305N50,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S26005001,R495H27,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S23013022,R164B48,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S26004018,R292K43,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S21410004,R444V86,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S25012001,R585V25,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S21419001,R292E14,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S25009004,R515T25,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S21217001,R559Z54,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S24050029,R342M63,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S21408001,R550K86,0.0,-4,1000,6.0,903,6.0,923,0.0,false,25.0,22.5,16.6
AG17S23025034,R502W80,0.0,-10,1037,5.67,1106,3.67,529,2.0,false,25.0,22.5,16.6
AG17S22015009,R515N42,0.0,-10,1037,5.67,1021,4.67,764,1.0,false,25.0,22.5,16.6
AG17S27110059,R397Z24,0.0,-10,1037,5.67,1021,4.67,764,1.0,false,25.0,22.5,16.6
AG17S21312011,R387V38,0.0,-10,1037,5.67,1021,4.67,764,1.0,false,25.0,22.5,16.6
AG17S24033031,R305G93,0.0,-10,1037,5.67,1021,4.67,764,1.0,false,25.0,22.5,16.6
AG17S24022003,R364T22,0.0,-10,1037,5.67,1021,4.67,764,1.0,false,25.0,22.5,16.6
AG17S26021018,R160Z14,0.0,-10,1037,5.67,1021,4.67,764,1.0,false,25.0,22.5,16.6
AG17S25017138,R246T99,0.0,-10,1037,5.67,1021,4.67,764,1.0,false,25.0,22.5,16.6
AG17S25017182,R570Z48,0.0,-10,1037,5.67,1021,4.67,764,1.0,false,25.0,22.5,16.6
AG17S21249030,R525P36,0.0,-10,1037,5.67,952,5.67,923,0.0,false,25.0,22.5,16.6
AG17S28012040,R575E43,0.0,-10,1037,5.67,952,5.67,923,0.0,false,25.0,22.5,16.6
AG17S27111043,R440N58,0.0,-10,1037,5.67,952,5.67,923,0.0,false,25.0,22.5,16.6
AG17S24022009,R127H41,0.0,-10,1037,5.67,952,5.67,923,0.0,false,25.0,22.5,16.6
AG17S21215001,R526Y47,0.0,-10,1037,5.67,952,5.67,923,0.0,false,25.0,22.5,16.6
AG17S24003023,R513J96,0.0,-10,1037,5.67,952,5.67,923,0.0,false,25.0,22.5,16.6
AG17S22075001,R119M45,0.0,-10,1037,5.67,952,5.67,923,0.0,false,25.0,22.5,16.6
AG17S26021006,R231Q14,0.0,-10,1037,5.67,952,5.67,923,0.0,false,25.0,22.5,16.6
AG17S28008001,R545H85,0.0,-10,1037,5.67,952,5.67,923,0.0,false,25.0,22.5,16.6
AG17S24050023,R365K39,0.0,-10,1037,5.67,952,5.67,923,0.0,false,25.0,22.5,16.6
AG17S27062001,R142P43,0.0,-16,1056,5.33,1369,0.33,314,5.0,false,25.0,22.5,16.6
AG17S26017001,R595E60,0.0,-16,1056,5.33,1128,3.33,529,2.0,false,25.0,22.5,16.6
AG17S27108001,R562J30,0.0,-16,1056,5.33,1128,3.33,529,2.0,false,25.0,22.5,16.6
AG17S22079001,R489F34,0.0,-16,1056,5.33,1128,3.33,529,2.0,false,25.0,22.5,16.6
AG17S21208001,R386W94,0.0,-16,1056,5.33,1128,3.33,529,2.0,false,25.0,22.5,16.6
AG17S25005019,R160G98,0.0,-16,1056,5.33,1128,3.33,529,2.0,false,25.0,22.5,16.6
AG17S25005039,R647H81,0.0,-16,1056,5.33,1128,3.33,529,2.0,false,25.0,22.5,16.6
AG17S24035004,R331W28,0.0,-16,1056,5.33,1128,3.33,529,2.0,false,25.0,22.5,16.6
AG17S25002046,R274G65,0.0,-16,1056,5.33,1128,3.33,529,2.0,false,25.0,22.5,16.6
AG17S25017082,R396F73,0.0,-16,1056,5.33,1128,3.33,529,2.0,false,25.0,22.5,16.6
AG17S22036004,R592D24,0.0,-16,1056,5.33,1128,3.33,529,2.0,false,25.0,22.5,16.6
AG17S26042007,R452Z60,0.0,-16,1056,5.33,1128,3.33,529,2.0,false,25.0,22.5,16.6
AG17S22101006,R583Q34,0.0,-16,1056,5.33,1061,4.33,764,1.0,false,25.0,22.5,16.6
AG17S22045013,R635U34,0.0,-16,1056,5.33,1061,4.33,764,1.0,false,25.0,22.5,16.6
AG17S27109023,R413N43,0.0,-16,1056,5.33,976,5.33,923,0.0,false,25.0,22.5,16.6
AG17S22014049,R508U96,0.0,-16,1056,5.33,976,5.33,923,0.0,false,25.0,22.5,16.6
AG17S24016096,R301T28,0.0,-16,1056,5.33,976,5.33,923,0.0,false,25.0,22.5,16.6
AG17S27111069,R448N76,0.0,-16,1056,5.33,976,5.33,923,0.0,false,25.0,22.5,16.6
AG17S27111013,R574M59,0.0,-16,1056,5.33,976,5.33,923,0.0,false,25.0,22.5,16.6
AG17S25005041,R127B14,0.0,-16,1056,5.33,976,5.33,923,0.0,false,25.0,22.5,16.6
AG17S24035041,R234W76,0.0,-16,1056,5.33,976,5.33,923,0.0,false,25.0,22.5,16.6
AG17S25004016,R446X45,0.0,-16,1056,5.33,976,5.33,923,0.0,false,25.0,22.5,16.6
AG17S26004024,R311S20,0.0,-16,1056,5.33,976,5.33,923,0.0,false,25.0,22.5,16.6
AG17S27065001,R623A85,0.0,-16,1056,5.33,976,5.33,923,0.0,false,25.0,22.5,16.6
AG17S23055103,R275K21,0.0,-16,1056,5.33,976,5.33,923,0.0,false,25.0,22.5,16.6
