RegistrationId, ApplicationId, NormalizedMarks, GATE-Score, AIR, RawMarks, MCQ-Rank, MCQ-Mraks, NAT-Rank, NAT-Marks, IsQualified, GenCutoff, OBCCutoff, SC/ST/PD CuttOff
AG17S21218001,R344A32,0.0,1000,1,61.67,1,35.67,5,26.0,true,25.0,22.5,16.6
AG17S22069004,R334T27,0.0,971,2,58.33,2,34.33,11,24.0,true,25.0,22.5,16.6
AG17S21249032,R299S91,0.0,952,3,57.33,34,25.33,1,32.0,true,25.0,22.5,16.6
AG17S25017046,R113E19,0.0,933,4,56.33,6,31.33,6,25.0,true,25.0,22.5,16.6
AG17S27001048,R273C24,0.0,884,5,53.67,9,29.67,11,24.0,true,25.0,22.5,16.6
AG17S23030004,R101U48,0.0,871,6,53.0,39,25.0,2,28.0,true,25.0,22.5,16.6
AG17S28011013,R347Y68,0.0,871,6,53.0,13,28.0,6,25.0,true,25.0,22.5,16.6
AG17S21249034,R285P35,0.0,828,8,50.67,31,25.67,6,25.0,true,25.0,22.5,16.6
AG17S28012007,R136R61,0.0,828,8,50.67,4,31.67,33,19.0,true,25.0,22.5,16.6
AG17S28020034,R359Y78,0.0,828,8,50.67,4,31.67,33,19.0,true,25.0,22.5,16.6
AG17S26054064,R172K57,0.0,828,8,50.67,3,33.67,48,17.0,true,25.0,22.5,16.6
AG17S25004010,R160G24,0.0,822,12,50.33,25,26.33,11,24.0,true,25.0,22.5,16.6
AG17S22054003,R101T90,0.0,816,13,50.0,54,23.0,4,27.0,true,25.0,22.5,16.6
AG17S21210003,R107D47,0.0,797,14,49.0,50,24.0,6,25.0,true,25.0,22.5,16.6
AG17S28011031,R243K43,0.0,791,15,48.67,43,24.67,11,24.0,true,25.0,22.5,16.6
AG17S21402003,R259N73,0.0,766,16,47.33,34,25.33,22,22.0,true,25.0,22.5,16.6
AG17S25017043,R113E21,0.0,747,17,46.33,132,18.33,2,28.0,true,25.0,22.5,16.6
AG17S24016104,R210Z18,0.0,741,18,46.0,10,29.0,48,17.0,true,25.0,22.5,16.6
AG17S25006011,R289X31,0.0,735,19,45.67,89,20.67,6,25.0,true,25.0,22.5,16.6
AG17S27001122,R273V94,0.0,735,19,45.67,58,22.67,19,23.0,true,25.0,22.5,16.6
AG17S23055016,R180Y19,0.0,735,19,45.67,11,28.67,48,17.0,true,25.0,22.5,16.6
AG17S26052091,R264M85,0.0,729,22,45.33,8,30.33,66,15.0,true,25.0,22.5,16.6
AG17S23055127,R232X49,0.0,710,23,44.33,51,23.33,27,21.0,true,25.0,22.5,16.6
AG17S24047025,R299V16,0.0,704,24,44.0,99,20.0,11,24.0,true,25.0,22.5,16.6
AG17S28012013,R312G12,0.0,704,24,44.0,54,23.0,27,21.0,true,25.0,22.5,16.6
AG17S28012010,R144D75,0.0,704,24,44.0,29,26.0,43,18.0,true,25.0,22.5,16.6
AG17S23055067,R375B72,0.0,698,27,43.67,70,21.67,22,22.0,true,25.0,22.5,16.6
AG17S26044001,R143R30,0.0,698,27,43.67,58,22.67,27,21.0,true,25.0,22.5,16.6
AG17S28012016,R214N21,0.0,698,27,43.67,15,27.67,54,16.0,true,25.0,22.5,16.6
AG17S23013042,R402D46,0.0,698,27,43.67,7,30.67,94,13.0,true,25.0,22.5,16.6
AG17S26043001,R113Q67,0.0,685,31,43.0,99,20.0,19,23.0,true,25.0,22.5,16.6
AG17S24016028,R311G28,0.0,667,32,42.0,23,27.0,66,15.0,true,25.0,22.5,16.6
AG17S26044019,R275P16,0.0,660,33,41.67,154,17.67,11,24.0,true,25.0,22.5,16.6
AG17S24035014,R111S85,0.0,654,34,41.33,60,22.33,33,19.0,true,25.0,22.5,16.6
AG17S25017058,R226T83,0.0,648,35,41.0,79,21.0,31,20.0,true,25.0,22.5,16.6
AG17S24033001,R138E47,0.0,648,35,41.0,39,25.0,54,16.0,true,25.0,22.5,16.6
AG17S27001112,R277A82,0.0,642,37,40.67,107,19.67,27,21.0,true,25.0,22.5,16.6
AG17S25017130,R209U95,0.0,642,37,40.67,70,21.67,33,19.0,true,25.0,22.5,16.6
AG17S23013074,R255C22,0.0,635,39,40.33,132,18.33,22,22.0,true,25.0,22.5,16.6
AG17S25003037,R134W92,0.0,635,39,40.33,93,20.33,31,20.0,true,25.0,22.5,16.6
AG17S25019003,R168D83,0.0,635,39,40.33,73,21.33,33,19.0,true,25.0,22.5,16.6
AG17S27098001,R126Q69,0.0,635,39,40.33,25,26.33,80,14.0,true,25.0,22.5,16.6
AG17S26044003,R225D89,0.0,635,39,40.33,12,28.33,111,12.0,true,25.0,22.5,16.6
AG17S22070004,R334V19,0.0,629,44,40.0,79,21.0,33,19.0,true,25.0,22.5,16.6
AG17S27081001,R484D16,0.0,629,44,40.0,63,22.0,43,18.0,true,25.0,22.5,16.6
AG17S24035016,R116U81,0.0,629,44,40.0,13,28.0,111,12.0,true,25.0,22.5,16.6
AG17S21219001,R344B69,0.0,617,47,39.33,238,15.33,11,24.0,true,25.0,22.5,16.6
AG17S23055115,R238N60,0.0,617,47,39.33,46,24.33,66,15.0,true,25.0,22.5,16.6
AG17S25004007,R274D99,0.0,611,49,39.0,79,21.0,43,18.0,true,25.0,22.5,16.6
AG17S24016086,R265Q73,0.0,605,50,38.67,15,27.67,124,11.0,true,25.0,22.5,16.6
AG17S25020001,R170U74,0.0,598,51,38.33,279,14.33,11,24.0,true,25.0,22.5,16.6
AG17S25017142,R113E20,0.0,598,51,38.33,238,15.33,19,23.0,true,25.0,22.5,16.6
AG17S24047043,R366S81,0.0,598,51,38.33,112,19.33,33,19.0,true,25.0,22.5,16.6
AG17S23013052,R166F86,0.0,598,51,38.33,46,24.33,80,14.0,true,25.0,22.5,16.6
AG17S28020022,R414E80,0.0,586,55,37.67,43,24.67,94,13.0,true,25.0,22.5,16.6
AG17S26052076,R107G22,0.0,567,56,36.67,15,27.67,159,9.0,true,25.0,22.5,16.6
AG17S26041004,R143R36,0.0,561,57,36.33,279,14.33,22,22.0,true,25.0,22.5,16.6
AG17S26054082,R148F84,0.0,555,58,36.0,99,20.0,54,16.0,true,25.0,22.5,16.6
AG17S24047022,R355U88,0.0,555,58,36.0,79,21.0,66,15.0,true,25.0,22.5,16.6
AG17S25017094,R233H20,0.0,549,60,35.67,107,19.67,54,16.0,true,25.0,22.5,16.6
AG17S26052061,R333K93,0.0,549,60,35.67,43,24.67,124,11.0,true,25.0,22.5,16.6
AG17S23055064,R396W67,0.0,542,62,35.33,329,13.33,22,22.0,true,25.0,22.5,16.6
AG17S25003019,R160G75,0.0,542,62,35.33,200,16.33,33,19.0,true,25.0,22.5,16.6
AG17S23013076,R172F32,0.0,542,62,35.33,112,19.33,54,16.0,true,25.0,22.5,16.6
AG17S26054058,R333M48,0.0,542,62,35.33,20,27.33,187,8.0,true,25.0,22.5,16.6
AG17S26054007,R341J29,0.0,536,66,35.0,118,19.0,54,16.0,true,25.0,22.5,16.6
AG17S24016037,R545G61,0.0,536,66,35.0,63,22.0,94,13.0,true,25.0,22.5,16.6
AG17S25017114,R319V95,0.0,530,68,34.67,89,20.67,80,14.0,true,25.0,22.5,16.6
AG17S27063001,R102S93,0.0,530,68,34.67,31,25.67,159,9.0,true,25.0,22.5,16.6
AG17S24047040,R366K82,0.0,524,70,34.33,171,17.33,48,17.0,true,25.0,22.5,16.6
AG17S24016004,R144G60,0.0,524,70,34.33,132,18.33,54,16.0,true,25.0,22.5,16.6
AG17S26035025,R275M14,0.0,524,70,34.33,132,18.33,54,16.0,true,25.0,22.5,16.6
AG17S27014001,R522X16,0.0,524,70,34.33,46,24.33,140,10.0,true,25.0,22.5,16.6
AG17S28011001,R403H91,0.0,524,70,34.33,25,26.33,187,8.0,true,25.0,22.5,16.6
AG17S25017144,R113E22,0.0,518,75,34.0,99,20.0,80,14.0,true,25.0,22.5,16.6
AG17S23013070,R201M58,0.0,518,75,34.0,54,23.0,124,11.0,true,25.0,22.5,16.6
AG17S21321004,R265B49,0.0,518,75,34.0,29,26.0,187,8.0,true,25.0,22.5,16.6
AG17S27001126,R104P54,0.0,511,78,33.67,154,17.67,54,16.0,true,25.0,22.5,16.6
AG17S23055094,R461H26,0.0,511,78,33.67,125,18.67,66,15.0,true,25.0,22.5,16.6
AG17S21415004,R421H21,0.0,511,78,33.67,107,19.67,80,14.0,true,25.0,22.5,16.6
AG17S26052067,R169Z17,0.0,511,78,33.67,31,25.67,187,8.0,true,25.0,22.5,16.6
AG17S28012028,R243J55,0.0,511,78,33.67,15,27.67,261,6.0,true,25.0,22.5,16.6
AG17S27001118,R276B47,0.0,505,83,33.33,93,20.33,94,13.0,true,25.0,22.5,16.6
AG17S26054022,R157X50,0.0,505,83,33.33,34,25.33,187,8.0,true,25.0,22.5,16.6
AG17S22015021,R122Q66,0.0,499,85,33.0,255,15.0,43,18.0,true,25.0,22.5,16.6
AG17S23054001,R108K38,0.0,499,85,33.0,207,16.0,48,17.0,true,25.0,22.5,16.6
AG17S23055031,R147U84,0.0,499,85,33.0,137,18.0,66,15.0,true,25.0,22.5,16.6
AG17S24035001,R110P98,0.0,499,85,33.0,63,22.0,124,11.0,true,25.0,22.5,16.6
AG17S28011004,R375K24,0.0,499,85,33.0,23,27.0,261,6.0,true,25.0,22.5,16.6
AG17S28020032,R115N38,0.0,493,90,32.67,184,16.67,54,16.0,true,25.0,22.5,16.6
AG17S23055154,R511F96,0.0,487,91,32.33,329,13.33,33,19.0,true,25.0,22.5,16.6
AG17S28012025,R309N44,0.0,487,91,32.33,25,26.33,261,6.0,true,25.0,22.5,16.6
AG17S24016073,R226U40,0.0,480,93,32.0,99,20.0,111,12.0,true,25.0,22.5,16.6
AG17S23055013,R492F29,0.0,480,93,32.0,54,23.0,159,9.0,true,25.0,22.5,16.6
AG17S21249042,R562B31,0.0,474,95,31.67,184,16.67,66,15.0,true,25.0,22.5,16.6
AG17S21236007,R401D17,0.0,474,95,31.67,154,17.67,80,14.0,true,25.0,22.5,16.6
AG17S26054055,R208J25,0.0,474,95,31.67,70,21.67,140,10.0,true,25.0,22.5,16.6
AG17S23013054,R366S78,0.0,468,98,31.33,395,12.33,33,19.0,true,25.0,22.5,16.6
AG17S21409003,R143S53,0.0,468,98,31.33,200,16.33,66,15.0,true,25.0,22.5,16.6
AG17S25032004,R240R90,0.0,468,98,31.33,132,18.33,94,13.0,true,25.0,22.5,16.6
AG17S27001104,R104U66,0.0,468,98,31.33,51,23.33,187,8.0,true,25.0,22.5,16.6
AG17S26052013,R507H14,0.0,468,98,31.33,20,27.33,358,4.0,true,25.0,22.5,16.6
AG17S24023005,R127H43,0.0,462,103,31.0,99,20.0,124,11.0,true,25.0,22.5,16.6
AG17S24021024,R127H24,0.0,462,103,31.0,79,21.0,140,10.0,true,25.0,22.5,16.6
AG17S28020008,R298T46,0.0,462,103,31.0,39,25.0,261,6.0,true,25.0,22.5,16.6
AG17S27001046,R273P32,0.0,456,106,30.67,220,15.67,66,15.0,true,25.0,22.5,16.6
AG17S22095001,R106X38,0.0,456,106,30.67,154,17.67,94,13.0,true,25.0,22.5,16.6
AG17S26054073,R350Z34,0.0,449,108,30.33,34,25.33,314,5.0,true,25.0,22.5,16.6
AG17S25004001,R236H94,0.0,443,109,30.0,207,16.0,80,14.0,true,25.0,22.5,16.6
AG17S23055058,R528X71,0.0,443,109,30.0,207,16.0,80,14.0,true,25.0,22.5,16.6
AG17S23055028,R147P42,0.0,443,109,30.0,207,16.0,80,14.0,true,25.0,22.5,16.6
AG17S26052025,R124B56,0.0,443,109,30.0,137,18.0,111,12.0,true,25.0,22.5,16.6
AG17S28020036,R427W56,0.0,443,109,30.0,137,18.0,111,12.0,true,25.0,22.5,16.6
AG17S23013004,R189B27,0.0,443,109,30.0,118,19.0,124,11.0,true,25.0,22.5,16.6
AG17S24047019,R366R98,0.0,437,115,29.67,220,15.67,80,14.0,true,25.0,22.5,16.6
AG17S25017174,R361E79,0.0,437,115,29.67,154,17.67,111,12.0,true,25.0,22.5,16.6
AG17S26052082,R100D48,0.0,437,115,29.67,89,20.67,159,9.0,true,25.0,22.5,16.6
AG17S25017028,R123K77,0.0,431,118,29.33,200,16.33,94,13.0,true,25.0,22.5,16.6
AG17S23055118,R509E34,0.0,431,118,29.33,171,17.33,111,12.0,true,25.0,22.5,16.6
AG17S23013040,R402E11,0.0,431,118,29.33,93,20.33,159,9.0,true,25.0,22.5,16.6
AG17S26052022,R240Y37,0.0,431,118,29.33,73,21.33,187,8.0,true,25.0,22.5,16.6
AG17S26054043,R113A37,0.0,431,118,29.33,73,21.33,187,8.0,true,25.0,22.5,16.6
AG17S26052052,R112S84,0.0,424,123,29.0,39,25.0,358,4.0,true,25.0,22.5,16.6
AG17S23055040,R124R29,0.0,418,124,28.67,444,11.67,48,17.0,true,25.0,22.5,16.6
AG17S28002005,R396Y16,0.0,418,124,28.67,367,12.67,54,16.0,true,25.0,22.5,16.6
AG17S28016006,R387M44,0.0,418,124,28.67,220,15.67,94,13.0,true,25.0,22.5,16.6
AG17S27001128,R276A46,0.0,418,124,28.67,154,17.67,124,11.0,true,25.0,22.5,16.6
AG17S28011010,R108W86,0.0,418,124,28.67,107,19.67,159,9.0,true,25.0,22.5,16.6
AG17S28016010,R332U14,0.0,418,124,28.67,15,27.67,764,1.0,true,25.0,22.5,16.6
AG17S26054003,R603F88,0.0,412,130,28.33,73,21.33,219,7.0,true,25.0,22.5,16.6
AG17S28011041,R295M39,0.0,412,130,28.33,73,21.33,219,7.0,true,25.0,22.5,16.6
AG17S21403003,R260C95,0.0,406,132,28.0,346,13.0,66,15.0,true,25.0,22.5,16.6
AG17S23055019,R289A62,0.0,406,132,28.0,207,16.0,111,12.0,true,25.0,22.5,16.6
AG17S23013016,R368T53,0.0,406,132,28.0,79,21.0,219,7.0,true,25.0,22.5,16.6
AG17S28011034,R315M59,0.0,406,132,28.0,63,22.0,261,6.0,true,25.0,22.5,16.6
AG17S25019001,R284Z39,0.0,400,136,27.67,581,9.67,43,18.0,true,25.0,22.5,16.6
AG17S25017158,R233H48,0.0,400,136,27.67,367,12.67,66,15.0,true,25.0,22.5,16.6
AG17S21422004,R312S81,0.0,400,136,27.67,154,17.67,140,10.0,true,25.0,22.5,16.6
AG17S27071001,R305D60,0.0,393,139,27.33,279,14.33,94,13.0,true,25.0,22.5,16.6
AG17S23055121,R427Z69,0.0,393,139,27.33,279,14.33,94,13.0,true,25.0,22.5,16.6
AG17S23018002,R295T52,0.0,393,139,27.33,238,15.33,111,12.0,true,25.0,22.5,16.6
AG17S25017098,R271U52,0.0,393,139,27.33,171,17.33,140,10.0,true,25.0,22.5,16.6
AG17S22030001,R517A89,0.0,393,139,27.33,112,19.33,187,8.0,true,25.0,22.5,16.6
AG17S23013072,R250K16,0.0,393,139,27.33,34,25.33,529,2.0,true,25.0,22.5,16.6
AG17S28020038,R401S87,0.0,393,139,27.33,20,27.33,923,0.0,true,25.0,22.5,16.6
AG17S22069001,R380F10,0.0,387,146,27.0,137,18.0,159,9.0,true,25.0,22.5,16.6
AG17S23013014,R368T56,0.0,387,146,27.0,99,20.0,219,7.0,true,25.0,22.5,16.6
AG17S26037022,R291G19,0.0,381,148,26.67,511,10.67,54,16.0,true,25.0,22.5,16.6
AG17S24030004,R115X49,0.0,381,148,26.67,262,14.67,111,12.0,true,25.0,22.5,16.6
AG17S21249006,R112C20,0.0,381,148,26.67,184,16.67,140,10.0,true,25.0,22.5,16.6
AG17S26052004,R516W63,0.0,381,148,26.67,184,16.67,140,10.0,true,25.0,22.5,16.6
AG17S25033008,R329P54,0.0,381,148,26.67,184,16.67,140,10.0,true,25.0,22.5,16.6
AG17S23013001,R201N51,0.0,381,148,26.67,125,18.67,187,8.0,true,25.0,22.5,16.6
AG17S21427004,R467H90,0.0,381,148,26.67,89,20.67,261,6.0,true,25.0,22.5,16.6
AG17S24023001,R140H61,0.0,375,155,26.33,395,12.33,80,14.0,true,25.0,22.5,16.6
AG17S24050017,R129C14,0.0,375,155,26.33,395,12.33,80,14.0,true,25.0,22.5,16.6
AG17S22008001,R122Z11,0.0,375,155,26.33,279,14.33,111,12.0,true,25.0,22.5,16.6
AG17S25017148,R233G87,0.0,375,155,26.33,279,14.33,111,12.0,true,25.0,22.5,16.6
AG17S22058004,R356J80,0.0,375,155,26.33,238,15.33,124,11.0,true,25.0,22.5,16.6
AG17S21410010,R236W35,0.0,375,155,26.33,200,16.33,140,10.0,true,25.0,22.5,16.6
AG17S28017009,R215R71,0.0,375,155,26.33,60,22.33,358,4.0,true,25.0,22.5,16.6
AG17S26052034,R108Y13,0.0,375,155,26.33,46,24.33,529,2.0,true,25.0,22.5,16.6
AG17S22014013,R268U12,0.0,369,163,26.0,255,15.0,124,11.0,true,25.0,22.5,16.6
AG17S22087001,R252P10,0.0,369,163,26.0,181,17.0,159,9.0,true,25.0,22.5,16.6
AG17S24035032,R112U59,0.0,369,163,26.0,137,18.0,187,8.0,true,25.0,22.5,16.6
AG17S26024005,R423Y26,0.0,369,163,26.0,118,19.0,219,7.0,true,25.0,22.5,16.6
AG17S21311011,R394Z77,0.0,369,163,26.0,79,21.0,314,5.0,true,25.0,22.5,16.6
AG17S22014029,R334B64,0.0,362,168,25.67,154,17.67,187,8.0,true,25.0,22.5,16.6
AG17S26054076,R435R73,0.0,362,168,25.67,125,18.67,219,7.0,true,25.0,22.5,16.6
AG17S25003034,R477H70,0.0,362,168,25.67,125,18.67,219,7.0,true,25.0,22.5,16.6
AG17S25017052,R246M63,0.0,356,171,25.33,531,10.33,66,15.0,true,25.0,22.5,16.6
AG17S27001114,R105U84,0.0,356,171,25.33,395,12.33,94,13.0,true,25.0,22.5,16.6
AG17S26040007,R276M56,0.0,356,171,25.33,395,12.33,94,13.0,true,25.0,22.5,16.6
AG17S26054046,R636A13,0.0,356,171,25.33,200,16.33,159,9.0,true,25.0,22.5,16.6
AG17S26054067,R444K57,0.0,356,171,25.33,93,20.33,314,5.0,true,25.0,22.5,16.6
AG17S23025019,R425R89,0.0,350,176,25.0,415,12.0,94,13.0,true,25.0,22.5,16.6
AG17S25017076,R192U96,0.0,350,176,25.0,415,12.0,94,13.0,true,25.0,22.5,16.6
AG17S26044010,R326K14,0.0,350,176,25.0,255,15.0,140,10.0,true,25.0,22.5,16.6
AG17S24003003,R292J84,0.0,350,176,25.0,137,18.0,219,7.0,true,25.0,22.5,16.6
AG17S26041016,R290Y80,0.0,350,176,25.0,118,19.0,261,6.0,true,25.0,22.5,16.6
AG17S22033005,R310P80,0.0,344,181,24.67,511,10.67,80,14.0,false,25.0,22.5,16.6
AG17S27001098,R408W80,0.0,344,181,24.67,220,15.67,159,9.0,true,25.0,22.5,16.6
AG17S22026003,R516F63,0.0,344,181,24.67,220,15.67,159,9.0,false,25.0,22.5,16.6
AG17S26064001,R299C28,0.0,344,181,24.67,220,15.67,159,9.0,false,25.0,22.5,16.6
AG17S25017152,R236Q27,0.0,344,181,24.67,220,15.67,159,9.0,false,25.0,22.5,16.6
AG17S21405003,R235P63,0.0,344,181,24.67,184,16.67,187,8.0,false,25.0,22.5,16.6
AG17S24016084,R261S42,0.0,344,181,24.67,154,17.67,219,7.0,true,25.0,22.5,16.6
AG17S27001014,R645W22,0.0,344,181,24.67,154,17.67,219,7.0,false,25.0,22.5,16.6
AG17S23001001,R108C15,0.0,344,181,24.67,154,17.67,219,7.0,true,25.0,22.5,16.6
AG17S25017150,R233G59,0.0,338,190,24.33,604,9.33,66,15.0,false,25.0,22.5,16.6
AG17S21324004,R287Z36,0.0,338,190,24.33,329,13.33,124,11.0,true,25.0,22.5,16.6
AG17S23037001,R176K76,0.0,338,190,24.33,329,13.33,124,11.0,false,25.0,22.5,16.6
AG17S21312009,R395C47,0.0,338,190,24.33,279,14.33,140,10.0,false,25.0,22.5,16.6
AG17S25017037,R361F94,0.0,338,190,24.33,73,21.33,445,3.0,true,25.0,22.5,16.6
AG17S26052028,R488R36,0.0,338,190,24.33,60,22.33,529,2.0,false,25.0,22.5,16.6
AG17S27001124,R513U47,0.0,331,196,24.0,295,14.0,140,10.0,true,25.0,22.5,16.6
AG17S21412007,R398V30,0.0,331,196,24.0,207,16.0,187,8.0,false,25.0,22.5,16.6
AG17S24016013,R255U23,0.0,331,196,24.0,207,16.0,187,8.0,false,25.0,22.5,16.6
AG17S22015031,R403D51,0.0,331,196,24.0,137,18.0,261,6.0,true,25.0,22.5,16.6
AG17S24047037,R365C32,0.0,331,196,24.0,137,18.0,261,6.0,true,25.0,22.5,16.6
AG17S23013046,R430B25,0.0,331,196,24.0,79,21.0,445,3.0,true,25.0,22.5,16.6
AG17S27100001,R624F31,0.0,331,196,24.0,79,21.0,445,3.0,false,25.0,22.5,16.6
AG17S26052085,R128C78,0.0,331,196,24.0,63,22.0,529,2.0,false,25.0,22.5,16.6
AG17S22015001,R378Y28,0.0,325,204,23.67,581,9.67,80,14.0,true,25.0,22.5,16.6
AG17S23055148,R506S54,0.0,325,204,23.67,511,10.67,94,13.0,false,25.0,22.5,16.6
AG17S24022007,R127H13,0.0,325,204,23.67,444,11.67,111,12.0,true,25.0,22.5,16.6
AG17S23055070,R330Q17,0.0,325,204,23.67,314,13.67,140,10.0,false,25.0,22.5,16.6
AG17S21406001,R392M72,0.0,325,204,23.67,154,17.67,261,6.0,false,25.0,22.5,16.6
AG17S25017126,R285N77,0.0,325,204,23.67,154,17.67,261,6.0,true,25.0,22.5,16.6
AG17S22046004,R225E72,0.0,319,210,23.33,238,15.33,187,8.0,true,25.0,22.5,16.6
AG17S26054079,R434A81,0.0,319,210,23.33,171,17.33,261,6.0,true,25.0,22.5,16.6
AG17S24033048,R585G66,0.0,319,210,23.33,51,23.33,923,0.0,true,25.0,22.5,16.6
AG17S21208003,R109D22,0.0,313,213,23.0,415,12.0,124,11.0,true,25.0,22.5,16.6
AG17S22015011,R317V83,0.0,313,213,23.0,207,16.0,219,7.0,false,25.0,22.5,16.6
AG17S22059004,R510A11,0.0,313,213,23.0,181,17.0,261,6.0,true,25.0,22.5,16.6
AG17S26052019,R468S35,0.0,313,213,23.0,137,18.0,314,5.0,true,25.0,22.5,16.6
AG17S28040004,R315J23,0.0,313,213,23.0,137,18.0,314,5.0,false,25.0,22.5,16.6
AG17S28020020,R429C99,0.0,313,213,23.0,137,18.0,314,5.0,false,25.0,22.5,16.6
AG17S25006035,R235U89,0.0,313,213,23.0,99,20.0,445,3.0,false,25.0,22.5,16.6
AG17S21304001,R618E92,0.0,313,213,23.0,63,22.0,764,1.0,false,25.0,22.5,16.6
AG17S22071001,R631P34,0.0,313,213,23.0,63,22.0,764,1.0,true,25.0,22.5,16.6
AG17S27001060,R523Q79,0.0,307,222,22.67,367,12.67,140,10.0,true,25.0,22.5,16.6
AG17S28002001,R179A33,0.0,307,222,22.67,220,15.67,219,7.0,false,25.0,22.5,16.6
AG17S26052010,R295S86,0.0,307,222,22.67,154,17.67,314,5.0,false,25.0,22.5,16.6
AG17S22106004,R276R24,0.0,307,222,22.67,154,17.67,314,5.0,false,25.0,22.5,16.6
AG17S24033007,R254G87,0.0,300,226,22.33,604,9.33,94,13.0,true,25.0,22.5,16.6
AG17S26044016,R315X37,0.0,300,226,22.33,395,12.33,140,10.0,false,25.0,22.5,16.6
AG17S26054052,R158B37,0.0,300,226,22.33,279,14.33,187,8.0,false,25.0,22.5,16.6
AG17S21411002,R127D86,0.0,300,226,22.33,279,14.33,187,8.0,false,25.0,22.5,16.6
AG17S28020018,R427S60,0.0,300,226,22.33,238,15.33,219,7.0,false,25.0,22.5,16.6
AG17S22044017,R308T17,0.0,300,226,22.33,93,20.33,529,2.0,false,25.0,22.5,16.6
AG17S25004019,R237Y26,0.0,294,232,22.0,630,9.0,94,13.0,true,25.0,22.5,16.6
AG17S27001132,R524V62,0.0,294,232,22.0,346,13.0,159,9.0,false,25.0,22.5,16.6
AG17S22015003,R223W69,0.0,294,232,22.0,255,15.0,219,7.0,false,25.0,22.5,16.6
AG17S23028001,R204N85,0.0,294,232,22.0,207,16.0,261,6.0,false,25.0,22.5,16.6
AG17S23013010,R362Q28,0.0,294,232,22.0,137,18.0,358,4.0,false,25.0,22.5,16.6
AG17S21405002,R342H67,0.0,288,237,21.67,262,14.67,219,7.0,true,25.0,22.5,16.6
AG17S28017007,R311X86,0.0,288,237,21.67,262,14.67,219,7.0,false,25.0,22.5,16.6
AG17S24016034,R549R86,0.0,288,237,21.67,220,15.67,261,6.0,false,25.0,22.5,16.6
AG17S21211001,R329P62,0.0,288,237,21.67,220,15.67,261,6.0,true,25.0,22.5,16.6
AG17S22004004,R273N47,0.0,282,241,21.33,238,15.33,261,6.0,false,25.0,22.5,16.6
AG17S25017102,R221U16,0.0,282,241,21.33,238,15.33,261,6.0,false,25.0,22.5,16.6
AG17S24019007,R192N32,0.0,282,241,21.33,200,16.33,314,5.0,false,25.0,22.5,16.6
AG17S28020006,R134T72,0.0,282,241,21.33,200,16.33,314,5.0,false,25.0,22.5,16.6
AG17S22028006,R517Q48,0.0,282,241,21.33,112,19.33,529,2.0,false,25.0,22.5,16.6
AG17S26043010,R353A48,0.0,282,241,21.33,112,19.33,529,2.0,false,25.0,22.5,16.6
AG17S22027008,R515X50,0.0,276,247,21.0,415,12.0,159,9.0,false,25.0,22.5,16.6
AG17S27001092,R119Y11,0.0,276,247,21.0,346,13.0,187,8.0,true,25.0,22.5,16.6
AG17S25033003,R244N24,0.0,276,247,21.0,207,16.0,314,5.0,false,25.0,22.5,16.6
AG17S23055145,R139D80,0.0,276,247,21.0,207,16.0,314,5.0,true,25.0,22.5,16.6
AG17S22047004,R386A84,0.0,276,247,21.0,137,18.0,445,3.0,false,25.0,22.5,16.6
AG17S26054031,R110W52,0.0,276,247,21.0,118,19.0,529,2.0,false,25.0,22.5,16.6
AG17S27001007,R462X31,0.0,276,247,21.0,79,21.0,923,0.0,false,25.0,22.5,16.6
AG17S22026001,R543C63,0.0,269,254,20.67,444,11.67,159,9.0,false,25.0,22.5,16.6
AG17S25006005,R288Z40,0.0,269,254,20.67,367,12.67,187,8.0,false,25.0,22.5,16.6
AG17S27001022,R414D50,0.0,269,254,20.67,314,13.67,219,7.0,false,25.0,22.5,16.6
AG17S24035008,R159R98,0.0,269,254,20.67,314,13.67,219,7.0,true,25.0,22.5,16.6
AG17S24041005,R174A66,0.0,269,254,20.67,154,17.67,445,3.0,false,25.0,22.5,16.6
AG17S23055112,R473X34,0.0,263,259,20.33,531,10.33,140,10.0,false,25.0,22.5,16.6
AG17S27001026,R110K41,0.0,263,259,20.33,462,11.33,159,9.0,false,25.0,22.5,16.6
AG17S24033010,R254Q46,0.0,263,259,20.33,329,13.33,219,7.0,true,25.0,22.5,16.6
AG17S23055052,R458A56,0.0,263,259,20.33,279,14.33,261,6.0,true,25.0,22.5,16.6
AG17S21324001,R334F42,0.0,263,259,20.33,171,17.33,445,3.0,false,25.0,22.5,16.6
AG17S26026020,R308C93,0.0,263,259,20.33,171,17.33,445,3.0,false,25.0,22.5,16.6
AG17S24022005,R127J18,0.0,263,259,20.33,171,17.33,445,3.0,false,25.0,22.5,16.6
AG17S22065001,R607B52,0.0,263,259,20.33,93,20.33,923,0.0,false,25.0,22.5,16.6
AG17S22032001,R208R23,0.0,257,267,20.0,415,12.0,187,8.0,false,25.0,22.5,16.6
AG17S26054061,R112U79,0.0,257,267,20.0,346,13.0,219,7.0,false,25.0,22.5,16.6
AG17S27006010,R364P99,0.0,257,267,20.0,346,13.0,219,7.0,false,25.0,22.5,16.6
AG17S26043013,R326E48,0.0,257,267,20.0,346,13.0,219,7.0,false,25.0,22.5,16.6
AG17S23055034,R534N40,0.0,257,267,20.0,295,14.0,261,6.0,false,25.0,22.5,16.6
